Date,Zipcode,Pollutant,Avg Concentration (ug/m3),Daily Avg AQI,Daily Max AQI,AQI Category
2026-04-04,10010,Overall,,58.5,63,Moderate
2026-04-05,10010,PM2.5,10.86,49.5,54,Moderate
2026-04-05,10010,PM10,12.1,9.6,11,Good
2026-04-05,10010,Ozone,52.62,25.5,33,Good
2026-04-05,10010,Nitrogen Dioxide,24.59,12.1,19,Good
2026-04-05,10010,Sulphur Dioxide,5.12,2.7,5,Good
2026-04-05,10010,Carbon Monoxide,246.25,2.3,3,Good
2026-04-05,10010,Overall,,49.5,54,Moderate
2026-04-06,10010,PM2.5,6.67,38.2,54,Moderate
2026-04-06,10010,PM10,7.22,7.0,11,Good
2026-04-06,10010,Ozone,75.0,36.5,47,Good
2026-04-06,10010,Nitrogen Dioxide,18.63,9.2,40,Good
2026-04-06,10010,Sulphur Dioxide,2.42,1.4,4,Good
2026-04-06,10010,Carbon Monoxide,236.38,2.1,3,Good
2026-04-06,10010,Overall,,45.7,54,Moderate
2026-04-07,10010,PM2.5,13.65,60.0,66,Moderate
2026-04-07,10010,PM10,14.24,14.0,17,Good
2026-04-07,10010,Ozone,57.71,23.0,45,Good
2026-04-07,10010,Nitrogen Dioxide,30.06,14.8,40,Good
2026-04-07,10010,Sulphur Dioxide,4.72,2.5,5,Good
2026-04-07,10010,Carbon Monoxide,293.67,3.4,6,Good
2026-04-07,10010,Overall,,60.1,66,Moderate
2026-04-08,10010,PM2.5,8.03,38.1,59,Moderate
2026-04-08,10010,PM10,8.76,6.9,13,Good
2026-04-08,10010,Ozone,70.17,35.2,38,Good
2026-04-08,10010,Nitrogen Dioxide,20.77,10.2,29,Good
2026-04-08,10010,Sulphur Dioxide,4.34,2.3,5,Good
2026-04-08,10010,Carbon Monoxide,214.08,2.0,2,Good
2026-04-08,10010,Overall,,41.3,59,Moderate
2026-04-09,10010,PM2.5,13.97,55.8,60,Moderate
2026-04-09,10010,PM10,16.97,12.6,15,Good
2026-04-09,10010,Ozone,56.54,25.6,41,Good
2026-04-09,10010,Nitrogen Dioxide,35.15,17.3,29,Good
2026-04-09,10010,Sulphur Dioxide,5.95,3.3,6,Good
2026-04-09,10010,Carbon Monoxide,240.54,2.4,3,Good
2026-04-09,10010,Overall,,55.8,60,Moderate
2026-04-10,10010,PM2.5,14.97,60.2,62,Moderate
2026-04-10,10010,PM10,17.78,16.1,17,Good
2026-04-10,10010,Ozone,55.54,25.8,38,Good
2026-04-10,10010,Nitrogen Dioxide,34.47,17.0,24,Good
2026-04-10,10010,Sulphur Dioxide,7.75,4.2,6,Good
2026-04-10,10010,Carbon Monoxide,242.96,2.2,3,Good
2026-04-10,10010,Overall,,60.2,62,Moderate
2026-04-11,10010,PM2.5,5.06,46.9,61,Moderate
2026-04-11,10010,PM10,5.32,10.2,16,Good
2026-04-11,10010,Ozone,79.17,35.5,43,Good
2026-04-11,10010,Nitrogen Dioxide,14.64,7.1,18,Good
2026-04-11,10010,Sulphur Dioxide,3.25,1.8,4,Good
2026-04-11,10010,Carbon Monoxide,203.71,2.0,2,Good
2026-04-11,10010,Overall,,50.2,61,Moderate
2026-04-12,10010,PM2.5,7.81,37.1,44,Good
2026-04-12,10010,PM10,8.76,6.6,8,Good
2026-04-12,10010,Ozone,74.5,34.2,44,Good
2026-04-12,10010,Nitrogen Dioxide,19.4,9.6,14,Good
2026-04-12,10010,Sulphur Dioxide,4.06,2.2,3,Good
2026-04-12,10010,Carbon Monoxide,216.0,2.0,2,Good
2026-04-12,10010,Overall,,38.2,44,Good
2026-04-13,10010,PM2.5,11.4,46.0,54,Moderate
2026-04-13,10010,PM10,12.11,8.9,11,Good
2026-04-13,10010,Ozone,92.71,44.5,75,Moderate
2026-04-13,10010,Nitrogen Dioxide,18.44,9.0,16,Good
2026-04-13,10010,Sulphur Dioxide,5.85,3.1,4,Good
2026-04-13,10010,Carbon Monoxide,211.79,2.0,2,Good
2026-04-13,10010,Overall,,49.4,75,Moderate
2026-04-14,10010,PM2.5,12.76,57.8,60,Moderate
2026-04-14,10010,PM10,13.16,12.2,13,Good
2026-04-14,10010,Ozone,74.25,35.5,55,Moderate
2026-04-14,10010,Nitrogen Dioxide,28.9,14.3,23,Good
2026-04-14,10010,Sulphur Dioxide,8.84,4.8,9,Good
2026-04-14,10010,Carbon Monoxide,256.92,2.4,3,Good
2026-04-14,10010,Overall,,57.8,60,Moderate
2026-04-15,10010,PM2.5,15.23,57.9,61,Moderate
2026-04-15,10010,PM10,16.02,12.5,14,Good
2026-04-15,10010,Ozone,72.83,36.4,54,Moderate
2026-04-15,10010,Nitrogen Dioxide,29.8,14.6,40,Good
2026-04-15,10010,Sulphur Dioxide,8.44,4.6,7,Good
2026-04-15,10010,Carbon Monoxide,220.38,2.0,2,Good
2026-04-15,10010,Overall,,57.9,61,Moderate
2026-04-16,10010,PM2.5,19.66,65.8,70,Moderate
2026-04-16,10010,PM10,20.19,16.5,18,Good
2026-04-16,10010,Ozone,63.08,28.2,53,Moderate
2026-04-16,10010,Nitrogen Dioxide,47.55,23.3,40,Good
2026-04-16,10010,Sulphur Dioxide,8.69,4.7,6,Good
2026-04-16,10010,Carbon Monoxide,261.71,2.5,3,Good
2026-04-16,10010,Overall,,65.8,70,Moderate
2026-04-17,10010,PM2.5,9.43,62.7,70,Moderate
2026-04-17,10010,PM10,9.7,14.7,18,Good
2026-04-17,10010,Ozone,75.33,36.8,47,Good
2026-04-17,10010,Nitrogen Dioxide,24.57,12.1,30,Good
2026-04-17,10010,Sulphur Dioxide,4.91,2.6,4,Good
2026-04-17,10010,Carbon Monoxide,203.96,2.2,3,Good
2026-04-17,10010,Overall,,62.7,70,Moderate
2026-04-18,10010,PM2.5,11.75,51.0,55,Moderate
2026-04-18,10010,PM10,12.84,9.3,12,Good
2026-04-18,10010,Ozone,67.0,28.7,42,Good
2026-04-18,10010,Nitrogen Dioxide,21.99,10.8,23,Good
2026-04-18,10010,Sulphur Dioxide,4.58,2.5,4,Good
2026-04-18,10010,Carbon Monoxide,239.29,2.4,3,Good
2026-04-18,10010,Overall,,51.0,55,Moderate
2026-04-19,10010,PM2.5,7.59,52.4,55,Moderate
2026-04-19,10010,PM10,8.62,10.9,12,Good
2026-04-19,10010,Ozone,66.79,32.5,37,Good
2026-04-19,10010,Nitrogen Dioxide,16.95,8.4,15,Good
2026-04-19,10010,Sulphur Dioxide,3.19,1.7,3,Good
2026-04-19,10010,Carbon Monoxide,212.96,2.0,2,Good
2026-04-19,10010,Overall,,52.4,55,Moderate
2026-04-20,10010,PM2.5,10.75,49.5,54,Moderate
2026-04-20,10010,PM10,11.45,9.5,11,Good
2026-04-20,10010,Ozone,62.96,27.3,44,Good
2026-04-20,10010,Nitrogen Dioxide,21.83,10.8,24,Good
2026-04-20,10010,Sulphur Dioxide,4.06,2.2,5,Good
2026-04-20,10010,Carbon Monoxide,233.04,2.2,3,Good
2026-04-20,10010,Overall,,49.5,54,Moderate
2026-04-21,10010,PM2.5,8.04,41.5,53,Moderate
2026-04-21,10010,PM10,8.78,7.5,10,Good
2026-04-21,10010,Ozone,79.04,36.9,43,Good
2026-04-21,10010,Nitrogen Dioxide,17.39,8.5,17,Good
2026-04-21,10010,Sulphur Dioxide,4.8,2.7,4,Good
2026-04-21,10010,Carbon Monoxide,208.67,2.0,2,Good
2026-04-21,10010,Overall,,43.3,53,Moderate
2026-04-22,10010,PM2.5,13.5,51.5,57,Moderate
2026-04-22,10010,PM10,16.96,10.8,15,Good
2026-04-22,10010,Ozone,81.71,40.9,47,Good
2026-04-22,10010,Nitrogen Dioxide,25.93,12.8,45,Good
2026-04-22,10010,Sulphur Dioxide,4.86,2.6,5,Good
2026-04-22,10010,Carbon Monoxide,220.08,2.0,3,Good
2026-04-22,10010,Overall,,51.5,57,Moderate
2026-04-23,10010,PM2.5,15.43,68.4,75,Moderate
2026-04-23,10010,PM10,17.29,20.0,24,Good
2026-04-23,10010,Ozone,60.88,25.8,57,Moderate
2026-04-23,10010,Nitrogen Dioxide,39.58,19.4,47,Good
2026-04-23,10010,Sulphur Dioxide,6.38,3.5,7,Good
2026-04-23,10010,Carbon Monoxide,348.04,3.5,5,Good
2026-04-23,10010,Overall,,68.4,75,Moderate
2026-04-24,10010,PM2.5,7.95,42.5,62,Moderate
2026-04-24,10010,PM10,10.6,9.2,16,Good
2026-04-24,10010,Ozone,73.38,34.5,45,Good
2026-04-24,10010,Nitrogen Dioxide,17.78,8.8,18,Good
2026-04-24,10010,Sulphur Dioxide,3.77,2.2,3,Good
2026-04-24,10010,Carbon Monoxide,221.96,2.0,2,Good
2026-04-24,10010,Overall,,44.3,62,Moderate
2026-04-25,10010,PM2.5,10.92,49.5,53,Moderate
2026-04-25,10010,PM10,13.14,10.9,12,Good
2026-04-25,10010,Ozone,63.33,31.2,37,Good
2026-04-25,10010,Nitrogen Dioxide,22.85,11.2,17,Good
2026-04-25,10010,Sulphur Dioxide,3.82,2.2,3,Good
2026-04-25,10010,Carbon Monoxide,205.29,2.0,2,Good
2026-04-25,10010,Overall,,49.5,53,Moderate
2026-04-26,10010,PM2.5,13.78,57.0,59,Moderate
2026-04-26,10010,PM10,15.61,13.1,14,Good
2026-04-26,10010,Ozone,59.33,28.6,39,Good
2026-04-26,10010,Nitrogen Dioxide,27.48,13.5,40,Good
2026-04-26,10010,Sulphur Dioxide,4.65,2.6,4,Good
2026-04-26,10010,Carbon Monoxide,218.29,2.0,2,Good
2026-04-26,10010,Overall,,57.0,59,Moderate
2026-04-27,10010,PM2.5,16.22,64.9,68,Moderate
2026-04-27,10010,PM10,16.78,16.7,19,Good
2026-04-27,10010,Ozone,48.25,22.3,43,Good
2026-04-27,10010,Nitrogen Dioxide,45.94,22.6,41,Good
2026-04-27,10010,Sulphur Dioxide,7.94,4.3,5,Good
2026-04-27,10010,Carbon Monoxide,275.29,2.7,3,Good
2026-04-27,10010,Overall,,64.9,68,Moderate
2026-04-28,10010,PM2.5,17.75,60.8,66,Moderate
2026-04-28,10010,PM10,19.4,14.1,17,Good
2026-04-28,10010,Ozone,41.62,21.1,33,Good
2026-04-28,10010,Nitrogen Dioxide,51.07,25.1,44,Good
2026-04-28,10010,Sulphur Dioxide,8.58,4.8,6,Good
2026-04-28,10010,Carbon Monoxide,254.88,2.7,3,Good
2026-04-28,10010,Overall,,60.8,66,Moderate
2026-04-29,10010,PM2.5,10.29,60.9,67,Moderate
2026-04-29,10010,PM10,12.18,15.2,18,Good
2026-04-29,10010,Ozone,61.67,24.3,39,Good
2026-04-29,10010,Nitrogen Dioxide,31.56,15.5,34,Good
2026-04-29,10010,Sulphur Dioxide,5.9,3.2,5,Good
2026-04-29,10010,Carbon Monoxide,199.54,2.0,2,Good
2026-04-29,10010,Overall,,60.9,67,Moderate
2026-04-30,10010,PM2.5,10.5,51.7,53,Moderate
2026-04-30,10010,PM10,11.99,10.6,11,Good
2026-04-30,10010,Ozone,64.0,30.5,34,Good
2026-04-30,10010,Nitrogen Dioxide,24.03,11.9,21,Good
2026-04-30,10010,Sulphur Dioxide,4.84,2.6,5,Good
2026-04-30,10010,Carbon Monoxide,201.96,2.0,2,Good
2026-04-30,10010,Overall,,51.7,53,Moderate
2026-05-01,10010,PM2.5,8.13,47.8,53,Moderate
2026-05-01,10010,PM10,8.62,9.0,11,Good
2026-05-01,10010,Ozone,72.42,34.0,45,Good
2026-05-01,10010,Nitrogen Dioxide,19.69,9.8,28,Good
2026-05-01,10010,Sulphur Dioxide,3.4,1.7,3,Good
2026-05-01,10010,Carbon Monoxide,201.79,2.0,2,Good
2026-05-01,10010,Overall,,48.1,53,Moderate
2026-05-02,10010,PM2.5,12.32,54.9,58,Moderate
2026-05-02,10010,PM10,12.91,11.3,13,Good
2026-05-02,10010,Ozone,68.79,30.9,42,Good
2026-05-02,10010,Nitrogen Dioxide,21.89,10.7,23,Good
2026-05-02,10010,Sulphur Dioxide,4.57,2.5,4,Good
2026-05-02,10010,Carbon Monoxide,208.38,2.0,2,Good
2026-05-02,10010,Overall,,54.9,58,Moderate
2026-05-03,10010,PM2.5,6.03,43.0,56,Moderate
2026-05-03,10010,PM10,6.54,7.9,12,Good
2026-05-03,10010,Ozone,74.17,34.5,43,Good
2026-05-03,10010,Nitrogen Dioxide,12.4,6.2,18,Good
2026-05-03,10010,Sulphur Dioxide,2.56,1.5,3,Good
2026-05-03,10010,Carbon Monoxide,186.25,2.0,2,Good
2026-05-03,10010,Overall,,45.0,56,Moderate
2026-05-04,10010,PM2.5,9.24,41.2,50,Good
2026-05-04,10010,PM10,9.83,7.4,9,Good
2026-05-04,10010,Ozone,89.75,42.3,77,Moderate
2026-05-04,10010,Nitrogen Dioxide,17.96,8.8,16,Good
2026-05-04,10010,Sulphur Dioxide,6.4,3.5,5,Good
2026-05-04,10010,Carbon Monoxide,204.54,2.0,2,Good
2026-05-04,10010,Overall,,47.0,77,Moderate
2026-05-05,10010,PM2.5,9.88,51.7,53,Moderate
2026-05-05,10010,PM10,10.17,9.5,10,Good
2026-05-05,10010,Ozone,113.62,61.9,107,Unhealthy for Sensitive Groups
2026-05-05,10010,Nitrogen Dioxide,16.49,8.2,12,Good
2026-05-05,10010,Sulphur Dioxide,5.86,3.2,5,Good
2026-05-05,10010,Carbon Monoxide,211.38,2.0,2,Good
2026-05-05,10010,Overall,,65.9,107,Unhealthy for Sensitive Groups
2026-05-06,10010,PM2.5,6.08,41.0,52,Moderate
2026-05-06,10010,PM10,6.22,7.0,9,Good
2026-05-06,10010,Ozone,93.38,51.1,88,Moderate
2026-05-06,10010,Nitrogen Dioxide,16.85,8.3,14,Good
2026-05-06,10010,Sulphur Dioxide,4.47,2.5,3,Good
2026-05-06,10010,Carbon Monoxide,185.08,2.0,2,Good
2026-05-06,10010,Overall,,51.1,88,Moderate
2026-05-07,10010,PM2.5,5.51,34.8,39,Good
2026-05-07,10010,PM10,5.91,6.0,7,Good
2026-05-07,10010,Ozone,75.04,36.6,44,Good
2026-05-07,10010,Nitrogen Dioxide,13.31,6.5,20,Good
2026-05-07,10010,Sulphur Dioxide,2.55,1.4,2,Good
2026-05-07,10010,Carbon Monoxide,207.79,2.0,2,Good
2026-05-07,10010,Overall,,38.3,44,Good
2026-05-08,10010,PM2.5,13.09,46.1,56,Moderate
2026-05-08,10010,PM10,13.67,8.4,12,Good
2026-05-08,10010,Ozone,66.08,30.8,48,Good
2026-05-08,10010,Nitrogen Dioxide,23.72,11.8,37,Good
2026-05-08,10010,Sulphur Dioxide,4.36,2.4,4,Good
2026-05-08,10010,Carbon Monoxide,246.54,2.7,4,Good
2026-05-08,10010,Overall,,46.1,56,Moderate
2026-05-09,10010,PM2.5,21.58,67.2,74,Moderate
2026-05-09,10010,PM10,22.39,17.0,20,Good
2026-05-09,10010,Ozone,43.08,21.1,40,Good
2026-05-09,10010,Nitrogen Dioxide,55.46,27.2,41,Good
2026-05-09,10010,Sulphur Dioxide,8.62,4.8,6,Good
2026-05-09,10010,Carbon Monoxide,287.79,2.6,4,Good
2026-05-09,10010,Overall,,67.2,74,Moderate
2026-05-10,10010,PM2.5,26.5,77.1,82,Moderate
2026-05-10,10010,PM10,28.53,23.0,26,Good
2026-05-10,10010,Ozone,60.92,27.4,56,Moderate
2026-05-10,10010,Nitrogen Dioxide,45.79,22.6,37,Good
2026-05-10,10010,Sulphur Dioxide,8.11,4.4,7,Good
2026-05-10,10010,Carbon Monoxide,254.96,2.7,3,Good
2026-05-10,10010,Overall,,77.1,82,Moderate
2026-05-11,10010,PM2.5,6.66,64.0,83,Moderate
2026-05-11,10010,PM10,6.97,15.8,26,Good
2026-05-11,10010,Ozone,69.0,31.6,38,Good
2026-05-11,10010,Nitrogen Dioxide,16.22,8.0,25,Good
2026-05-11,10010,Sulphur Dioxide,2.98,1.7,3,Good
2026-05-11,10010,Carbon Monoxide,198.12,2.0,2,Good
2026-05-11,10010,Overall,,64.0,83,Moderate
2026-05-12,10010,PM2.5,8.12,43.2,48,Good
2026-05-12,10010,PM10,8.57,7.4,8,Good
2026-05-12,10010,Ozone,69.46,31.5,42,Good
2026-05-12,10010,Nitrogen Dioxide,14.62,7.2,19,Good
2026-05-12,10010,Sulphur Dioxide,2.6,1.4,2,Good
2026-05-12,10010,Carbon Monoxide,184.25,2.2,3,Good
2026-05-12,10010,Overall,,43.2,48,Good
2026-05-13,10010,PM2.5,13.0,52.2,58,Moderate
2026-05-13,10010,PM10,15.88,11.0,14,Good
2026-05-13,10010,Ozone,85.46,37.3,50,Good
2026-05-13,10010,Nitrogen Dioxide,16.64,8.2,17,Good
2026-05-13,10010,Sulphur Dioxide,1.59,1.0,1,Good
2026-05-13,10010,Carbon Monoxide,173.46,2.0,2,Good
2026-05-13,10010,Overall,,52.2,58,Moderate
2026-05-14,10010,PM2.5,9.86,55.3,58,Moderate
2026-05-14,10010,PM10,11.69,13.1,14,Good
2026-05-14,10010,Ozone,75.79,36.9,46,Good
2026-05-14,10010,Nitrogen Dioxide,16.27,8.0,23,Good
2026-05-14,10010,Sulphur Dioxide,1.19,0.5,1,Good
2026-05-14,10010,Carbon Monoxide,191.29,2.0,2,Good
2026-05-14,10010,Overall,,55.3,58,Moderate
2026-05-15,10010,PM2.5,8.06,42.3,52,Moderate
2026-05-15,10010,PM10,8.47,7.8,11,Good
2026-05-15,10010,Ozone,55.71,28.7,38,Good
2026-05-15,10010,Nitrogen Dioxide,12.8,6.1,26,Good
2026-05-15,10010,Sulphur Dioxide,0.83,0.3,1,Good
2026-05-15,10010,Carbon Monoxide,179.29,2.0,2,Good
2026-05-15,10010,Overall,,42.5,52,Moderate
2026-05-16,10010,PM2.5,14.78,58.4,65,Moderate
2026-05-16,10010,PM10,15.65,12.9,16,Good
2026-05-16,10010,Ozone,69.75,30.9,77,Moderate
2026-05-16,10010,Nitrogen Dioxide,29.04,14.2,28,Good
2026-05-16,10010,Sulphur Dioxide,1.75,1.0,1,Good
2026-05-16,10010,Carbon Monoxide,210.04,2.0,2,Good
2026-05-16,10010,Overall,,60.0,77,Moderate
2026-05-17,10010,PM2.5,13.59,55.3,61,Moderate
2026-05-17,10010,PM10,14.86,11.6,14,Good
2026-05-17,10010,Ozone,100.83,58.9,109,Unhealthy for Sensitive Groups
2026-05-17,10010,Nitrogen Dioxide,21.11,10.4,34,Good
2026-05-17,10010,Sulphur Dioxide,1.75,1.0,2,Good
2026-05-17,10010,Carbon Monoxide,201.42,2.0,2,Good
2026-05-17,10010,Overall,,67.4,109,Unhealthy for Sensitive Groups
2026-05-18,10010,PM2.5,22.87,69.2,77,Moderate
2026-05-18,10010,PM10,24.46,18.5,22,Good
2026-05-18,10010,Ozone,99.5,57.5,123,Unhealthy for Sensitive Groups
2026-05-18,10010,Nitrogen Dioxide,28.65,14.2,30,Good
2026-05-18,10010,Sulphur Dioxide,2.8,1.5,2,Good
2026-05-18,10010,Carbon Monoxide,256.12,2.7,4,Good
2026-05-18,10010,Overall,,78.0,123,Unhealthy for Sensitive Groups
2026-05-19,10010,PM2.5,16.27,70.2,76,Moderate
2026-05-19,10010,PM10,18.23,19.9,22,Good
2026-05-19,10010,Ozone,103.88,66.2,139,Unhealthy for Sensitive Groups
2026-05-19,10010,Nitrogen Dioxide,24.25,12.0,25,Good
2026-05-19,10010,Sulphur Dioxide,2.25,1.1,2,Good
2026-05-19,10010,Carbon Monoxide,195.58,2.0,2,Good
2026-05-19,10010,Overall,,86.4,139,Unhealthy for Sensitive Groups
2026-05-20,10010,PM2.5,10.67,59.5,64,Moderate
2026-05-20,10010,PM10,11.65,14.2,17,Good
2026-05-20,10010,Ozone,83.54,43.3,80,Moderate
2026-05-20,10010,Nitrogen Dioxide,18.85,9.2,23,Good
2026-05-20,10010,Sulphur Dioxide,1.68,0.8,2,Good
2026-05-20,10010,Carbon Monoxide,184.17,2.0,2,Good
2026-05-20,10010,Overall,,62.9,80,Moderate
2026-05-21,10010,PM2.5,15.55,49.2,60,Moderate
2026-05-21,10010,PM10,16.11,9.3,13,Good
2026-05-21,10010,Ozone,39.54,22.6,35,Good
2026-05-21,10010,Nitrogen Dioxide,26.62,13.0,35,Good
2026-05-21,10010,Sulphur Dioxide,2.02,1.0,2,Good
2026-05-21,10010,Carbon Monoxide,200.75,2.0,2,Good
2026-05-21,10010,Overall,,49.2,60,Moderate
2026-05-22,10010,PM2.5,20.58,80.5,86,Moderate
2026-05-22,10010,PM10,21.94,23.4,26,Good
2026-05-22,10010,Ozone,53.33,19.7,41,Good
2026-05-22,10010,Nitrogen Dioxide,30.49,14.9,36,Good
2026-05-22,10010,Sulphur Dioxide,2.56,1.5,3,Good
2026-05-22,10010,Carbon Monoxide,210.92,2.4,4,Good
2026-05-22,10010,Overall,,80.5,86,Moderate
2026-05-23,10010,PM2.5,11.9,57.1,72,Moderate
2026-05-23,10010,PM10,14.35,13.8,20,Good
2026-05-23,10010,Ozone,59.38,27.9,35,Good
2026-05-23,10010,Nitrogen Dioxide,19.68,9.7,12,Good
2026-05-23,10010,Sulphur Dioxide,1.47,1.0,1,Good
2026-05-23,10010,Carbon Monoxide,166.88,1.8,2,Good
2026-05-23,10010,Overall,,57.1,72,Moderate
2026-05-24,10010,PM2.5,9.73,52.8,55,Moderate
2026-05-24,10010,PM10,10.89,11.1,13,Good
2026-05-24,10010,Ozone,65.58,32.1,36,Good
2026-05-24,10010,Nitrogen Dioxide,16.49,8.1,23,Good
2026-05-24,10010,Sulphur Dioxide,1.16,0.5,1,Good
2026-05-24,10010,Carbon Monoxide,147.33,1.2,2,Good
2026-05-24,10010,Overall,,52.8,55,Moderate
2026-05-25,10010,PM2.5,18.89,57.4,67,Moderate
2026-05-25,10010,PM10,19.62,12.8,17,Good
2026-05-25,10010,Ozone,21.83,12.5,25,Good
2026-05-25,10010,Nitrogen Dioxide,43.0,21.2,36,Good
2026-05-25,10010,Sulphur Dioxide,2.67,1.5,2,Good
2026-05-25,10010,Carbon Monoxide,238.96,2.0,2,Good
2026-05-25,10010,Overall,,57.4,67,Moderate
2026-05-26,10010,PM2.5,19.88,72.5,75,Moderate
2026-05-26,10010,PM10,20.11,19.3,21,Good
2026-05-26,10010,Ozone,65.58,30.5,84,Moderate
2026-05-26,10010,Nitrogen Dioxide,36.33,17.9,36,Good
2026-05-26,10010,Sulphur Dioxide,2.22,1.4,2,Good
2026-05-26,10010,Carbon Monoxide,232.62,2.3,3,Good
2026-05-26,10010,Overall,,73.4,84,Moderate
2026-05-27,10010,PM2.5,19.66,71.1,74,Moderate
2026-05-27,10010,PM10,19.93,18.5,20,Good
2026-05-27,10010,Ozone,63.38,28.1,45,Good
2026-05-27,10010,Nitrogen Dioxide,28.97,14.3,26,Good
2026-05-27,10010,Sulphur Dioxide,2.58,1.3,2,Good
2026-05-27,10010,Carbon Monoxide,233.79,2.0,2,Good
2026-05-27,10010,Overall,,71.1,74,Moderate
2026-05-28,10010,PM2.5,8.48,57.3,70,Moderate
2026-05-28,10010,PM10,8.87,12.0,18,Good
2026-05-28,10010,Ozone,69.46,32.8,42,Good
2026-05-28,10010,Nitrogen Dioxide,9.49,4.7,16,Good
2026-05-28,10010,Sulphur Dioxide,0.75,0.2,1,Good
2026-05-28,10010,Carbon Monoxide,158.04,1.7,2,Good
2026-05-28,10010,Overall,,57.3,70,Moderate
2026-05-29,10010,PM2.5,6.35,46.6,51,Moderate
2026-05-29,10010,PM10,6.81,8.2,9,Good
2026-05-29,10010,Ozone,70.08,31.8,46,Good
2026-05-29,10010,Nitrogen Dioxide,12.64,6.2,16,Good
2026-05-29,10010,Sulphur Dioxide,0.83,0.2,1,Good
2026-05-29,10010,Carbon Monoxide,151.79,1.3,2,Good
2026-05-29,10010,Overall,,47.4,51,Moderate
2026-05-30,10010,PM2.5,5.14,27.1,35,Good
2026-05-30,10010,PM10,5.48,4.9,6,Good
2026-05-30,10010,Ozone,75.5,35.8,38,Good
2026-05-30,10010,Nitrogen Dioxide,7.15,3.5,16,Good
2026-05-30,10010,Sulphur Dioxide,0.75,0.2,1,Good
2026-05-30,10010,Carbon Monoxide,135.25,1.2,2,Good
2026-05-30,10010,Overall,,35.8,38,Good
2026-05-31,10010,PM2.5,13.0,49.0,57,Moderate
2026-05-31,10010,PM10,13.54,9.1,12,Good
2026-05-31,10010,Ozone,56.33,27.6,43,Good
2026-05-31,10010,Nitrogen Dioxide,24.16,11.9,29,Good
2026-05-31,10010,Sulphur Dioxide,1.28,0.7,1,Good
2026-05-31,10010,Carbon Monoxide,176.04,1.6,2,Good
2026-05-31,10010,Overall,,49.1,57,Moderate
2026-06-01,10010,PM2.5,14.27,60.6,61,Moderate
2026-06-01,10010,PM10,15.2,13.8,14,Good
2026-06-01,10010,Ozone,61.58,26.0,47,Good
2026-06-01,10010,Nitrogen Dioxide,24.61,12.1,30,Good
2026-06-01,10010,Sulphur Dioxide,1.53,1.0,1,Good
2026-06-01,10010,Carbon Monoxide,156.58,1.5,2,Good
2026-06-01,10010,Overall,,60.6,61,Moderate
2026-06-02,10010,PM2.5,16.36,61.6,64,Moderate
2026-06-02,10010,PM10,18.96,15.8,17,Good
2026-06-02,10010,Ozone,58.96,29.4,47,Good
2026-06-02,10010,Nitrogen Dioxide,27.57,13.6,33,Good
2026-06-02,10010,Sulphur Dioxide,1.49,0.6,1,Good
2026-06-02,10010,Carbon Monoxide,177.42,1.6,2,Good
2026-06-02,10010,Overall,,61.6,64,Moderate
2026-06-03,10010,PM2.5,6.83,50.3,64,Moderate
2026-06-03,10010,PM10,7.3,10.5,17,Good
2026-06-03,10010,Ozone,83.83,37.4,67,Moderate
2026-06-03,10010,Nitrogen Dioxide,15.44,7.4,19,Good
2026-06-03,10010,Sulphur Dioxide,1.28,0.7,1,Good
2026-06-03,10010,Carbon Monoxide,171.62,1.8,2,Good
2026-06-03,10010,Overall,,55.5,67,Moderate
2026-06-04,10010,PM2.5,14.04,50.8,59,Moderate
2026-06-04,10010,PM10,15.0,10.0,13,Good
2026-06-04,10010,Ozone,85.88,51.5,115,Unhealthy for Sensitive Groups
2026-06-04,10010,Nitrogen Dioxide,35.29,17.3,46,Good
2026-06-04,10010,Sulphur Dioxide,2.12,1.1,2,Good
2026-06-04,10010,Carbon Monoxide,197.17,2.0,2,Good
2026-06-04,10010,Overall,,62.9,115,Unhealthy for Sensitive Groups
2026-06-05,10010,PM2.5,21.35,70.2,73,Moderate
2026-06-05,10010,PM10,22.71,19.1,21,Good
2026-06-05,10010,Ozone,77.75,45.0,119,Unhealthy for Sensitive Groups
2026-06-05,10010,Nitrogen Dioxide,48.52,23.9,48,Good
2026-06-05,10010,Sulphur Dioxide,2.29,1.2,2,Good
2026-06-05,10010,Carbon Monoxide,299.83,2.8,4,Good
2026-06-05,10010,Overall,,78.3,119,Unhealthy for Sensitive Groups
2026-06-06,10010,PM2.5,13.72,64.9,73,Moderate
2026-06-06,10010,PM10,14.33,16.3,21,Good
2026-06-06,10010,Ozone,116.38,72.7,137,Unhealthy for Sensitive Groups
2026-06-06,10010,Nitrogen Dioxide,16.57,8.2,21,Good
2026-06-06,10010,Sulphur Dioxide,2.49,1.5,2,Good
2026-06-06,10010,Carbon Monoxide,180.75,2.0,3,Good
2026-06-06,10010,Overall,,85.1,137,Unhealthy for Sensitive Groups
2026-06-07,10010,PM2.5,6.37,48.3,59,Moderate
2026-06-07,10010,PM10,6.71,9.1,13,Good
2026-06-07,10010,Ozone,85.25,42.0,69,Moderate
2026-06-07,10010,Nitrogen Dioxide,7.68,3.8,7,Good
2026-06-07,10010,Sulphur Dioxide,0.95,0.5,1,Good
2026-06-07,10010,Carbon Monoxide,151.04,1.4,2,Good
2026-06-07,10010,Overall,,49.7,69,Moderate
2026-06-08,10010,PM2.5,8.05,38.4,43,Good
